,rname,Wsp_44m,Wdir_41m,ROT,yaw,pa,po,wsn,MyTB_mean,MyTB_stdev,MyTB_min,MyTB_max,MyTB_DEL3,MyTB_DEL6,MyTB_DEL9,MyTB_DEL12,MxTB_mean,MxTB_stdev,MxTB_min,MxTB_max,MxTB_DEL3,MxTB_DEL6,MxTB_DEL9,MxTB_DEL12,MzTT_mean,MzTT_stdev,MzTT_min,MzTT_max,MzTT_DEL3,MzTT_DEL6,MzTT_DEL9,MzTT_DEL12,Myaw_mean,Myaw_stdev,Myaw_min,Myaw_max,Myaw_DEL3,Myaw_DEL6,Myaw_DEL9,Myaw_DEL12,Mtilt_mean,Mtilt_stdev,Mtilt_min,Mtilt_max,Mtilt_DEL3,Mtilt_DEL6,Mtilt_DEL9,Mtilt_DEL12,MzR_mean,MzR_stdev,MzR_min,MzR_max,MzR_DEL3,MzR_DEL6,MzR_DEL9,MzR_DEL12,MyR_mean,MyR_stdev,MyR_min,MyR_max,MyR_DEL3,MyR_DEL6,MyR_DEL9,MyR_DEL12,MxR_mean,MxR_stdev,MxR_min,MxR_max,MxR_DEL3,MxR_DEL6,MxR_DEL9,MxR_DEL12,MyA1_mean,MyA1_stdev,MyA1_min,MyA1_max,MyA1_DEL3,MyA1_DEL6,MyA1_DEL9,MyA1_DEL12,MxA1_mean,MxA1_stdev,MxA1_min,MxA1_max,MxA1_DEL3,MxA1_DEL6,MxA1_DEL9,MxA1_DEL12,datetime,ws_bin
24193,201806221620,9.840,279.280,25.680,282.710,-1.740,525.390,9.140,-1745.990,193.194,-2282.480,-915.783,264.325,486.745,655.939,773.966,2049.280,286.971,988.025,2633.870,315.165,588.513,792.570,933.892,18.268,16.811,-45.582,78.288,38.630,52.482,65.974,76.004,-1.388,41.132,-162.475,137.730,86.650,122.594,154.788,178.251,-103.021,33.650,-224.715,30.957,87.320,115.481,140.221,158.786,221.414,33.289,116.790,282.623,29.132,62.092,83.617,97.744,-14.160,79.380,-219.704,200.602,186.372,226.329,249.766,268.225,15.320,81.874,-175.893,222.966,191.751,231.627,253.679,270.063,-3.548,104.189,-214.215,216.948,240.921,281.569,299.745,311.906,-380.365,46.369,-487.467,-181.730,78.302,117.479,151.504,177.213,2018-06-22 16:20:00,"[9, 10)"
24194,201806221630,9.020,280.820,25.380,279.230,-1.740,431.110,8.950,-1667.930,363.095,-2623.130,793.907,490.479,1200.500,1664.160,1968.080,1718.040,356.538,-508.908,2484.540,452.761,1077.610,1485.960,1750.440,16.923,17.979,-47.334,81.610,41.264,53.290,65.925,76.098,-0.090,40.528,-131.286,176.342,93.861,124.632,155.553,179.785,-114.071,40.258,-251.153,51.069,94.123,122.954,152.255,175.684,186.140,49.788,12.296,287.322,37.418,92.533,130.567,156.063,-13.438,87.930,-247.640,221.670,207.119,257.515,288.489,311.812,15.882,90.063,-187.262,252.893,210.357,259.305,287.636,307.990,9.402,104.075,-198.662,240.890,233.955,273.136,290.186,301.582,-342.643,68.572,-476.338,27.171,96.243,182.927,249.803,294.102,2018-06-22 16:30:00,"[9, 10)"
24195,201806221640,9.250,281.470,25.150,285.500,-1.820,446.740,8.650,-1483.050,253.108,-2127.600,-590.173,268.409,522.122,723.670,863.849,1938.170,327.438,1016.820,2729.120,303.815,596.249,815.536,966.834,27.172,14.334,-43.480,76.602,37.199,50.652,63.039,72.251,-2.326,34.660,-118.020,175.743,85.529,120.390,151.872,175.104,-106.888,34.535,-208.124,45.326,84.949,109.626,132.205,150.681,193.762,41.500,105.118,292.163,27.455,62.916,87.596,104.684,-14.005,80.760,-193.729,174.280,186.904,223.417,242.044,255.488,15.552,82.853,-165.136,203.678,190.960,227.919,246.304,259.244,6.549,104.267,-193.768,205.140,233.435,271.496,286.803,295.909,-347.830,60.786,-487.983,-148.503,75.314,121.884,161.063,190.430,2018-06-22 16:40:00,"[9, 10)"
24196,201806221650,9.060,280.660,22.630,285.250,-1.750,410.010,7.420,-1304.160,267.519,-2000.140,-687.973,238.934,455.288,623.693,740.893,1743.710,342.080,853.048,2574.530,283.758,587.641,814.853,970.653,27.248,15.216,-38.184,77.314,34.799,47.017,58.320,67.493,-5.732,40.083,-127.847,161.281,81.392,114.251,144.389,168.128,-108.219,29.960,-230.250,-3.796,74.903,99.521,121.010,137.598,196.198,35.975,96.755,310.090,31.429,72.856,101.360,120.631,-13.215,82.558,-238.701,191.361,185.293,230.909,258.069,279.231,9.612,84.651,-231.184,214.913,188.301,234.351,262.159,284.499,8.758,103.917,-193.364,201.288,219.346,260.483,277.700,288.288,-299.553,64.299,-461.606,-130.553,74.556,124.538,164.490,192.284,2018-06-22 16:50:00,"[9, 10)"
24197,201806221700,9.570,277.100,25.100,280.780,-1.870,479.890,8.650,-1711.700,198.202,-2191.330,-1035.780,234.123,429.942,579.335,681.723,1879.240,211.765,1091.940,2417.360,261.936,486.654,660.979,779.491,16.150,13.915,-52.682,66.711,35.967,49.278,62.016,71.577,-3.081,32.711,-118.565,133.706,80.506,110.304,136.980,156.684,-101.176,32.142,-206.444,42.513,79.443,104.387,127.602,146.092,207.514,29.971,123.284,276.365,25.532,55.891,76.371,89.927,-14.022,76.255,-188.464,168.571,176.895,212.472,230.669,243.689,15.042,78.178,-173.706,204.786,179.650,215.570,234.283,248.267,1.898,104.073,-193.553,199.426,232.576,271.003,286.775,296.352,-360.253,42.859,-465.536,-206.625,70.081,105.758,133.674,153.934,2018-06-22 17:00:00,"[9, 10)"
24198,201806221710,9.640,291.180,25.320,288.710,-1.780,492.020,8.920,-1366.990,231.034,-2036.050,-757.118,229.975,439.622,606.444,721.735,2138.990,413.379,984.826,2972.440,267.332,624.946,906.949,1101.410,23.626,12.634,-31.293,67.361,31.503,42.227,51.485,58.688,7.485,27.610,-90.965,114.808,68.131,91.125,110.154,124.607,-117.541,29.584,-217.050,15.684,73.592,101.896,126.096,143.976,209.940,40.866,101.271,315.362,27.727,68.660,98.482,119.004,-13.920,85.470,-210.568,182.521,193.528,230.840,250.307,264.765,15.311,88.185,-180.493,218.647,198.621,236.783,256.581,271.321,1.941,101.791,-186.843,214.058,229.262,266.307,281.192,290.101,-364.451,52.050,-477.176,-186.153,59.605,102.637,138.600,164.236,2018-06-22 17:10:00,"[9, 10)"
24199,201806221720,8.850,292.920,24.300,295.120,-1.820,399.610,8.170,-1001.110,170.904,-1510.540,-491.865,216.147,378.991,510.610,600.718,2026.830,308.115,1226.200,2989.570,286.126,613.795,847.877,1005.400,26.808,10.875,-11.578,69.892,28.840,37.022,43.631,48.767,7.117,28.675,-98.317,105.775,67.108,88.570,106.184,119.888,-109.702,29.274,-199.841,15.011,69.386,92.000,111.133,125.921,180.349,35.625,106.568,293.263,28.482,67.706,93.573,110.507,-13.325,80.720,-190.519,157.258,180.960,217.395,235.457,247.912,14.041,82.912,-164.106,211.679,185.141,222.165,240.666,253.960,12.935,101.782,-194.841,191.599,220.993,258.995,274.716,284.348,-320.875,53.217,-468.444,-169.418,63.105,109.941,146.971,172.251,2018-06-22 17:20:00,"[8, 9)"
24200,201806221730,9.170,296.140,23.900,299.310,-1.760,419.680,8.120,-835.963,176.142,-1312.390,-336.989,220.244,350.781,468.605,554.286,2122.270,427.627,1350.960,3013.410,275.552,566.578,784.025,934.315,28.669,11.652,-21.001,75.004,28.191,38.211,48.145,56.023,-1.116,29.713,-113.189,109.153,65.195,90.368,113.837,131.952,-114.265,23.241,-206.580,-24.942,62.946,81.914,97.210,109.009,190.370,39.684,111.611,274.511,22.334,52.065,74.605,90.344,-13.407,82.997,-189.211,155.607,183.374,218.928,236.237,248.449,12.695,85.158,-173.321,207.683,186.830,222.393,239.518,252.109,10.690,103.170,-187.466,192.922,222.776,261.355,276.878,285.960,-321.008,66.442,-466.491,-171.217,59.156,105.119,140.996,166.532,2018-06-22 17:30:00,"[9, 10)"
24201,201806221740,9.450,297.420,24.870,301.500,-1.890,469.560,8.380,-839.640,122.424,-1190.660,-449.714,219.828,304.222,371.833,426.514,2349.960,231.986,1661.360,2941.370,243.972,447.164,603.040,717.114,29.602,10.510,-16.329,70.268,26.743,35.186,42.935,49.459,-2.897,27.251,-107.313,101.005,61.004,84.370,104.369,119.844,-116.344,25.723,-203.714,14.526,60.723,83.141,105.237,123.308,205.174,24.719,146.133,271.651,21.537,44.449,60.098,71.027,-13.842,84.174,-179.039,171.387,186.516,221.154,237.500,248.619,14.887,86.317,-176.965,203.257,190.236,225.997,243.471,256.078,3.647,103.207,-186.594,182.152,228.047,265.716,280.735,289.420,-354.100,38.614,-463.410,-235.793,53.796,86.683,112.049,130.786,2018-06-22 17:40:00,"[9, 10)"
24202,201806221750,8.930,301.170,22.660,303.150,-1.850,383.800,7.530,-628.216,145.468,-1108.100,-250.860,205.274,307.380,404.463,480.607,2030.680,203.712,1462.100,2606.510,213.384,406.179,545.058,643.797,25.540,9.247,-5.892,73.719,22.371,30.814,38.987,45.576,-2.229,22.543,-96.784,81.735,53.812,74.013,91.382,104.927,-120.747,21.186,-202.943,-44.623,51.229,68.476,83.041,94.192,186.054,18.179,139.119,238.939,18.098,36.454,49.298,58.143,-13.451,86.457,-177.395,158.206,185.013,221.790,238.359,249.024,10.282,88.210,-173.113,199.698,186.191,223.305,240.451,252.264,12.551,102.013,-162.859,195.498,212.576,250.970,266.049,274.684,-293.829,34.631,-400.299,-195.501,45.862,78.464,103.188,120.048,2018-06-22 17:50:00,"[8, 9)"
24203,201806221800,8.210,302.530,22.930,302.560,-1.720,303.340,7.510,-590.102,186.386,-1112.910,-61.302,181.232,335.840,481.149,583.255,1795.240,341.122,656.566,2650.380,278.322,646.195,920.015,1109.570,15.545,10.601,-33.188,47.592,25.921,34.720,42.414,48.410,9.867,26.138,-73.784,123.808,61.333,83.906,104.506,120.392,-117.495,23.921,-233.539,-6.395,60.824,84.304,108.137,127.714,148.311,29.074,59.004,208.940,19.803,47.721,68.653,83.164,-12.317,85.256,-196.961,189.194,185.166,223.932,243.904,259.034,12.529,87.069,-211.977,200.527,188.783,228.765,249.844,266.305,26.535,101.475,-158.385,212.106,212.149,250.060,265.023,273.699,-264.758,59.098,-415.685,-73.436,57.181,113.237,159.280,191.346,2018-06-22 18:00:00,"[8, 9)"
24204,201806221810,7.800,298.570,22.720,304.300,-1.750,266.170,7.540,-506.360,117.609,-932.259,-99.856,177.819,291.860,390.228,465.147,1694.090,311.247,804.753,3162.110,294.812,764.082,1097.650,1320.400,14.205,9.747,-17.872,62.596,24.407,33.574,41.731,48.018,0.754,24.283,-116.476,90.289,56.645,79.638,100.855,117.772,-114.165,22.798,-186.958,61.856,58.709,90.060,120.751,143.333,132.050,26.328,68.175,256.501,23.721,61.946,88.588,106.254,-11.970,82.586,-163.309,152.254,177.596,211.921,226.674,235.766,12.434,83.820,-139.977,173.396,178.762,213.416,228.332,237.466,32.170,102.846,-217.116,202.387,213.561,253.540,271.289,283.909,-248.037,48.536,-489.615,-92.663,58.179,128.340,183.903,221.604,2018-06-22 18:10:00,"[7, 8)"
24205,201806221820,7.640,293.610,20.590,298.010,-1.200,237.740,6.120,-582.896,124.828,-1007.950,-238.572,150.809,254.718,354.857,427.666,1378.720,277.194,675.555,2100.450,214.472,463.943,657.293,792.306,10.790,9.815,-24.842,47.801,22.723,30.680,37.856,43.395,1.136,25.023,-85.148,107.269,55.251,77.909,98.693,114.432,-117.506,22.712,-194.063,10.259,56.974,81.600,102.207,117.694,130.398,30.497,55.831,202.000,19.877,47.190,67.159,81.140,-11.591,85.220,-187.577,169.775,179.690,220.235,239.389,252.121,7.690,86.576,-170.516,180.666,180.309,220.706,239.619,252.076,37.256,102.388,-143.082,215.037,202.421,242.549,258.160,266.853,-201.252,44.615,-329.422,-69.822,49.633,88.075,121.410,145.334,2018-06-22 18:20:00,"[7, 8)"
24206,201806221830,8.820,294.800,24.250,296.220,-1.790,400.180,8.290,-971.373,286.369,-1557.290,-283.895,189.560,400.078,580.810,705.611,2006.910,436.070,668.330,2847.790,288.521,681.147,992.952,1207.330,13.050,10.512,-26.892,57.379,27.549,35.898,43.717,49.941,4.569,27.309,-98.190,97.486,63.325,84.528,104.062,119.056,-114.655,30.206,-201.407,-5.448,68.346,90.790,109.070,122.485,177.212,43.926,66.121,273.417,25.185,64.463,94.387,114.824,-13.279,83.731,-195.909,170.019,187.928,225.918,244.544,257.391,14.482,86.187,-157.583,203.601,192.492,231.219,249.783,262.191,13.944,103.141,-186.724,220.525,223.246,261.207,276.603,285.993,-318.864,78.050,-462.744,-80.924,61.587,120.880,174.174,211.547,2018-06-22 18:30:00,"[8, 9)"
24207,201806221840,8.530,288.350,23.660,294.280,-1.810,355.680,7.920,-969.307,185.411,-1378.380,-492.277,189.969,323.405,435.468,513.961,1826.270,300.109,1113.820,2835.290,264.490,565.471,796.742,958.550,19.825,12.408,-29.592,79.495,31.112,41.911,52.803,61.812,-4.431,31.910,-149.026,115.617,74.632,103.347,130.252,151.468,-109.870,27.633,-216.888,-2.008,73.873,96.747,115.488,129.916,164.438,24.070,110.650,256.643,20.916,47.127,67.012,81.015,-12.852,81.247,-192.178,184.277,181.311,218.664,237.770,251.745,13.059,83.285,-163.793,216.690,185.082,223.181,242.871,257.569,18.603,103.316,-176.049,197.414,220.184,258.461,273.650,282.409,-295.069,52.563,-452.248,-134.771,64.667,109.369,149.368,178.330,2018-06-22 18:40:00,"[8, 9)"
24208,201806221850,8.680,286.420,22.590,286.330,-1.800,361.490,7.410,-1195.440,227.963,-1750.640,-625.363,175.672,370.100,521.405,626.808,1612.270,222.385,998.757,2412.920,197.474,450.518,649.328,785.607,14.333,9.251,-19.067,53.071,23.066,30.796,38.042,43.760,0.410,23.644,-100.595,84.471,56.551,75.283,92.464,106.641,-120.582,22.476,-233.426,5.395,55.961,84.403,112.317,133.662,173.986,22.377,104.200,231.851,18.415,41.957,59.205,71.157,-13.141,86.575,-223.245,158.356,185.409,222.738,240.581,253.541,10.553,88.462,-169.422,233.688,186.753,225.001,244.409,259.847,16.228,101.827,-167.196,188.976,209.927,247.938,262.830,271.291,-281.408,47.404,-417.711,-153.638,50.858,94.286,128.252,151.477,2018-06-22 18:50:00,"[8, 9)"
24209,201806221900,6.740,293.850,21.640,295.690,-1.430,169.900,6.830,-605.737,175.103,-1142.690,-230.183,140.977,292.787,417.753,506.010,1177.260,227.710,602.492,1832.250,211.522,439.658,605.560,717.991,10.739,8.512,-25.699,42.830,19.681,27.122,34.268,39.853,10.742,21.439,-68.127,101.934,45.127,64.522,82.999,97.111,-117.985,20.879,-183.619,-36.064,45.467,62.104,76.518,87.630,93.962,20.624,49.024,161.403,15.982,36.618,52.144,62.772,-11.139,85.170,-174.143,154.877,179.151,216.086,232.404,242.705,10.987,86.216,-149.753,180.707,180.441,217.466,233.743,243.959,46.913,101.359,-123.709,212.818,203.420,241.492,256.023,263.893,-184.837,45.259,-313.930,-61.335,45.665,87.531,120.344,143.016,2018-06-22 19:00:00,"[6, 7)"
24210,201806221910,7.320,294.930,20.710,298.000,-1.230,223.520,6.240,-583.899,106.285,-998.851,-267.529,129.019,236.394,335.518,405.844,1330.800,227.401,674.419,1989.420,195.427,434.856,614.132,736.082,14.634,9.665,-21.286,63.634,20.055,29.433,39.556,47.382,4.406,23.039,-106.679,100.765,48.210,72.882,97.410,116.171,-118.839,19.501,-193.107,-47.230,47.317,63.048,76.573,87.081,122.772,23.948,54.489,185.774,17.356,42.568,60.874,73.301,-11.569,85.446,-178.979,161.171,178.317,216.447,233.358,244.188,8.014,86.918,-177.878,194.596,179.359,217.862,235.522,247.920,38.176,101.679,-132.669,209.435,201.611,241.248,256.529,264.887,-195.691,37.876,-329.034,-77.988,44.233,85.872,119.210,141.936,2018-06-22 19:10:00,"[7, 8)"
24211,201806221920,7.190,280.210,21.000,287.970,-1.230,215.760,6.360,-816.696,314.626,-1819.890,-238.174,194.362,487.719,719.628,876.068,1152.780,320.879,529.638,2216.750,242.982,544.081,775.343,936.667,20.733,12.386,-34.019,67.347,29.319,39.998,49.630,57.581,-1.935,32.310,-139.988,95.101,66.530,94.082,119.434,138.916,-111.869,28.790,-215.352,45.681,71.070,104.121,131.840,152.163,116.947,39.462,38.877,267.429,25.431,70.595,104.006,126.592,-11.355,83.598,-182.244,176.916,180.741,221.570,241.119,254.297,8.942,84.817,-168.402,197.524,181.225,221.787,240.838,253.471,39.830,104.227,-184.582,215.975,208.112,249.738,267.240,278.475,-192.547,62.707,-446.003,-53.725,64.171,124.363,178.923,217.334,2018-06-22 19:20:00,"[7, 8)"
24212,201806221930,9.220,272.900,24.300,277.240,-1.570,461.510,8.500,-1699.200,410.139,-2528.710,-710.985,324.794,613.076,845.921,1013.790,1611.450,390.233,706.409,2512.300,331.389,614.042,843.408,1008.580,10.200,19.421,-66.894,90.437,44.051,60.583,77.312,90.226,-5.532,43.631,-182.640,151.253,96.116,132.586,167.383,193.756,-110.109,45.005,-268.548,70.576,99.480,140.289,176.164,202.411,202.047,62.547,90.901,351.845,35.425,83.174,119.456,144.737,-13.267,87.925,-264.140,230.824,206.455,257.950,288.802,312.826,12.419,89.571,-232.344,272.675,210.571,264.797,298.427,324.476,7.123,105.956,-217.894,207.673,232.428,273.527,291.506,303.281,-327.601,79.592,-538.672,-137.896,93.450,143.596,188.841,224.222,2018-06-22 19:30:00,"[9, 10)"
24213,201806221940,11.940,280.080,26.130,277.390,0.760,777.470,10.900,-2073.920,266.566,-2765.020,-1059.510,523.172,795.501,966.957,1084.210,2116.100,228.845,1122.900,2987.510,450.513,708.029,904.865,1055.870,0.635,21.396,-87.608,72.681,52.658,68.475,84.037,96.253,-5.082,48.846,-209.676,207.515,116.962,161.254,205.929,240.288,-114.334,49.635,-269.919,82.792,116.840,155.829,191.317,217.817,313.386,41.261,142.023,370.698,33.354,72.301,104.446,126.758,-15.097,92.086,-265.941,225.478,223.292,276.255,307.342,329.985,13.568,95.164,-245.626,266.198,229.763,282.876,313.748,336.694,-10.434,104.696,-256.521,222.525,251.686,295.130,316.206,331.370,-404.977,48.856,-544.833,-196.738,109.958,156.222,189.553,213.859,2018-06-22 19:40:00,"[11, 12)"
24214,201806221950,12.300,282.800,26.150,283.740,1.290,783.130,10.720,-1794.220,236.222,-2516.440,-989.651,494.016,713.013,857.679,958.132,2330.830,219.471,1475.930,3003.190,457.409,686.441,839.406,946.678,10.223,18.866,-80.781,78.457,48.709,64.706,81.283,94.439,3.144,47.036,-152.937,187.504,110.857,145.754,178.489,203.701,-105.818,41.464,-267.236,72.623,113.408,147.170,177.246,201.224,316.380,37.537,180.685,374.292,31.723,68.132,94.201,111.637,-15.051,84.585,-245.535,222.604,204.705,250.577,279.621,302.960,15.140,86.770,-228.987,253.174,210.223,255.614,283.134,305.406,-6.649,102.811,-229.393,228.886,242.218,283.937,304.025,318.297,-399.796,46.575,-551.200,-201.079,102.728,148.865,184.284,210.315,2018-06-22 19:50:00,"[12, 13)"
24215,201806222000,11.640,280.340,26.120,283.170,0.450,733.920,10.330,-1838.990,208.985,-2444.520,-967.656,406.843,628.134,774.868,880.347,2290.560,245.090,1235.690,3048.700,422.407,680.494,874.554,1022.830,13.740,17.537,-65.765,92.332,44.631,60.390,77.110,90.365,-2.900,41.931,-206.124,158.220,102.726,142.312,180.950,210.874,-101.323,41.731,-263.381,61.257,103.252,140.727,172.575,195.871,298.889,47.412,154.439,370.694,32.991,76.253,106.469,126.282,-14.781,80.473,-219.466,225.721,196.130,242.107,270.416,292.325,14.830,82.828,-202.670,242.819,198.389,244.850,273.868,296.453,-7.716,104.138,-226.776,200.897,246.670,287.597,305.850,317.784,-402.828,44.642,-539.832,-222.305,97.766,142.024,175.014,198.726,2018-06-22 20:00:00,"[11, 12)"
24216,201806222010,10.600,278.390,25.680,280.870,-0.980,633.040,9.610,-1891.040,298.017,-2886.450,-847.448,412.827,726.270,972.649,1150.580,2101.390,300.679,1112.170,2855.630,393.759,674.618,895.544,1045.510,14.923,20.915,-68.503,90.877,46.268,61.406,77.363,90.365,-9.498,43.727,-207.906,150.477,103.114,139.817,178.191,208.549,-109.286,43.207,-269.847,75.537,105.772,141.924,175.040,200.610,263.352,57.489,144.177,371.010,34.795,75.676,105.598,126.615,-14.643,86.734,-234.591,223.768,208.279,257.882,287.870,310.426,13.196,88.891,-224.061,256.304,212.710,262.349,292.176,314.871,-7.838,105.376,-224.260,204.659,247.084,288.473,306.795,318.814,-392.337,56.967,-544.067,-192.776,96.281,141.480,177.726,204.479,2018-06-22 20:10:00,"[10, 11)"
24217,201806222020,10.720,278.190,25.980,282.030,-1.300,622.830,9.670,-1885.940,189.005,-2804.200,-817.585,406.530,737.894,970.734,1134.840,2182.090,226.502,1083.270,3017.840,388.443,703.355,946.144,1118.970,12.055,18.068,-67.894,96.083,47.571,63.818,79.796,92.913,7.315,45.186,-201.135,237.137,108.206,158.819,209.999,248.548,-103.799,45.027,-270.083,75.189,105.539,144.572,179.329,204.972,257.275,45.468,139.367,371.048,38.459,84.186,114.479,134.994,-14.970,83.963,-247.831,212.214,205.097,256.096,288.853,313.659,14.778,86.053,-259.419,271.500,208.445,261.340,297.195,326.262,-9.037,102.592,-223.899,208.617,244.417,285.621,304.461,317.194,-402.474,42.796,-559.021,-196.239,98.315,148.307,186.608,214.357,2018-06-22 20:20:00,"[10, 11)"
24218,201806222030,10.190,284.520,24.760,286.100,-1.210,577.510,8.840,-1554.400,336.695,-2470.090,-413.919,356.240,701.579,965.874,1152.080,2132.170,386.931,993.907,3108.150,392.267,762.387,1022.450,1202.300,25.422,19.076,-49.761,80.572,43.142,56.374,68.928,78.585,-4.294,44.894,-130.442,177.228,100.022,133.973,164.179,186.698,-114.301,40.962,-239.433,99.519,101.361,139.239,177.219,205.771,247.649,55.382,120.553,377.458,39.826,92.900,127.857,150.713,-14.386,89.374,-239.122,191.644,209.088,253.217,276.567,293.391,11.978,91.862,-201.304,240.191,213.508,258.636,282.544,299.768,-3.272,103.566,-229.007,205.727,236.163,277.918,296.622,309.060,-366.764,73.276,-528.930,-135.409,91.220,145.594,193.290,227.541,2018-06-22 20:30:00,"[10, 11)"
24219,201806222040,8.890,275.510,23.350,282.710,-1.730,410.710,7.790,-1424.000,378.871,-2252.000,-638.860,277.349,547.623,767.264,916.829,1682.640,346.386,807.745,2565.540,321.037,601.358,829.851,990.840,24.781,17.548,-44.920,89.489,40.935,56.285,70.180,80.361,-11.638,43.420,-168.816,172.850,94.776,133.331,169.099,196.514,-95.912,38.272,-236.188,75.732,94.481,128.707,160.854,185.838,190.851,47.600,90.513,312.312,33.665,75.321,104.551,124.765,-13.488,77.737,-233.091,203.552,184.173,230.825,258.946,280.521,11.559,79.537,-202.650,243.444,186.931,235.028,264.364,286.588,12.335,106.398,-208.898,219.024,230.088,272.553,291.063,303.147,-305.311,75.134,-510.746,-133.261,88.439,137.709,183.571,217.451,2018-06-22 20:40:00,"[8, 9)"
24220,201806222050,8.560,273.140,23.820,277.670,-1.790,388.740,8.060,-1543.300,304.802,-2369.640,-572.269,287.919,583.892,825.854,997.737,1524.580,364.904,597.850,2416.540,290.284,578.614,830.589,1007.890,17.918,16.264,-43.091,73.811,38.604,50.540,61.395,69.813,-6.227,40.645,-156.881,185.101,89.544,127.099,164.096,193.042,-106.100,36.891,-228.267,73.110,90.121,123.339,154.949,179.371,178.895,45.011,68.771,266.177,28.386,64.360,91.027,109.741,-13.402,82.922,-228.332,192.162,193.034,237.937,263.700,283.296,13.075,84.159,-204.465,228.768,194.411,239.109,264.209,283.036,16.155,105.581,-198.787,213.791,228.694,269.772,287.461,298.783,-305.930,67.638,-479.335,-73.374,81.756,136.368,187.481,225.557,2018-06-22 20:50:00,"[8, 9)"
24221,201806222100,8.060,270.130,21.700,274.780,-1.520,292.140,6.910,-1298.760,312.640,-2301.820,-466.286,277.663,594.607,845.403,1020.170,1170.280,272.284,450.282,2115.210,276.316,574.371,795.237,944.713,15.414,18.298,-54.928,87.815,37.389,53.935,69.936,81.835,-3.321,42.029,-178.849,143.251,84.049,123.599,159.879,186.557,-103.691,36.488,-238.842,36.173,87.542,117.463,143.700,163.979,150.562,32.573,69.868,245.439,27.003,59.062,81.808,97.928,-12.303,82.018,-241.180,185.797,187.055,234.175,259.698,278.211,9.940,82.969,-193.282,231.745,187.796,235.864,262.555,282.322,29.521,104.005,-181.751,217.595,214.801,256.836,274.480,285.452,-239.366,62.516,-487.572,-69.594,83.016,145.950,200.749,238.795,2018-06-22 21:00:00,"[8, 9)"
