,rname,Wsp_44m,Wdir_41m,ROT,yaw,pa,po,wsn,MyTB_mean,MyTB_stdev,MyTB_min,MyTB_max,MyTB_DEL3,MyTB_DEL6,MyTB_DEL9,MyTB_DEL12,MxTB_mean,MxTB_stdev,MxTB_min,MxTB_max,MxTB_DEL3,MxTB_DEL6,MxTB_DEL9,MxTB_DEL12,MzTT_mean,MzTT_stdev,MzTT_min,MzTT_max,MzTT_DEL3,MzTT_DEL6,MzTT_DEL9,MzTT_DEL12,Myaw_mean,Myaw_stdev,Myaw_min,Myaw_max,Myaw_DEL3,Myaw_DEL6,Myaw_DEL9,Myaw_DEL12,Mtilt_mean,Mtilt_stdev,Mtilt_min,Mtilt_max,Mtilt_DEL3,Mtilt_DEL6,Mtilt_DEL9,Mtilt_DEL12,MzR_mean,MzR_stdev,MzR_min,MzR_max,MzR_DEL3,MzR_DEL6,MzR_DEL9,MzR_DEL12,MyR_mean,MyR_stdev,MyR_min,MyR_max,MyR_DEL3,MyR_DEL6,MyR_DEL9,MyR_DEL12,MxR_mean,MxR_stdev,MxR_min,MxR_max,MxR_DEL3,MxR_DEL6,MxR_DEL9,MxR_DEL12,MyA1_mean,MyA1_stdev,MyA1_min,MyA1_max,MyA1_DEL3,MyA1_DEL6,MyA1_DEL9,MyA1_DEL12,MxA1_mean,MxA1_stdev,MxA1_min,MxA1_max,MxA1_DEL3,MxA1_DEL6,MxA1_DEL9,MxA1_DEL12,datetime,ws_bin
73,201701031610,12.230,271.050,26.160,271.070,3.340,821.430,11.820,-2124.000,413.408,-3668.200,-599.070,807.436,1211.150,1537.930,1789.270,1849.600,295.237,878.640,2756.760,637.999,868.203,1038.370,1164.340,-4.681,29.975,-144.482,100.093,78.828,103.956,129.932,149.319,-16.028,69.083,-290.777,276.028,159.543,230.606,293.064,338.506,-56.909,73.833,-251.998,292.067,167.014,233.919,291.912,334.696,333.639,21.885,253.551,391.403,38.003,56.907,72.685,83.789,-14.003,81.190,-318.151,289.574,244.041,299.697,341.763,375.919,13.352,81.725,-278.012,275.911,243.845,296.924,335.512,365.435,-80.538,109.597,-325.447,184.728,294.348,326.389,343.794,357.521,-412.923,88.806,-656.679,-50.318,206.864,290.332,348.325,388.738,2017-01-03 16:10:00,"[12, 13)"
74,201701031620,12.990,271.030,26.140,267.550,3.030,831.100,12.310,-2271.010,419.702,-3264.840,-973.889,877.391,1188.240,1384.170,1520.160,1729.360,243.468,706.718,2526.540,621.510,815.955,967.913,1089.430,-18.592,26.206,-115.915,63.584,71.455,87.818,103.337,114.680,0.077,64.899,-214.023,247.046,147.056,198.821,243.547,276.427,-68.646,63.630,-262.491,212.846,148.797,201.272,251.717,289.204,337.600,15.590,271.141,377.888,35.337,47.553,57.026,64.143,-14.327,78.337,-234.368,214.889,232.404,271.935,296.723,314.986,13.400,79.883,-243.333,251.683,236.378,278.653,307.024,329.575,-83.635,106.010,-321.156,145.904,282.587,312.258,327.592,339.128,-419.839,78.095,-629.198,-106.634,177.860,246.274,296.113,331.125,2017-01-03 16:20:00,"[12, 13)"
75,201701031630,11.820,266.500,26.150,267.570,2.350,811.420,11.410,-2322.170,362.824,-3306.790,-713.648,797.925,1171.190,1423.790,1604.370,1718.230,244.979,342.135,2573.080,619.287,882.506,1128.980,1316.600,-11.882,25.110,-102.859,81.741,69.252,87.074,104.997,118.157,-19.133,60.370,-250.505,179.234,140.485,191.228,236.503,268.813,-61.295,67.965,-291.984,215.436,150.682,211.809,265.472,304.279,330.065,28.876,186.641,381.336,38.630,69.538,94.767,112.381,-14.044,77.183,-268.919,245.691,227.593,275.688,310.874,337.816,12.935,77.442,-242.540,300.648,230.299,279.286,315.381,344.044,-85.472,109.693,-361.986,174.653,297.103,329.976,348.956,365.130,-427.088,74.115,-695.961,-154.054,187.112,256.626,308.220,345.756,2017-01-03 16:30:00,"[11, 12)"
76,201701031640,11.040,265.110,26.080,267.570,-0.090,741.960,10.420,-2462.710,280.285,-3377.780,-943.710,742.675,1105.650,1338.700,1503.620,1747.360,202.522,943.033,2394.760,511.308,697.735,830.296,924.930,-11.798,22.174,-90.646,58.976,61.598,73.752,85.696,94.640,-12.929,52.279,-200.902,171.858,127.264,167.442,201.867,227.266,-65.420,52.067,-231.278,157.167,131.260,171.645,209.092,237.684,303.639,41.572,173.387,378.249,44.418,83.697,109.397,126.346,-15.100,68.272,-240.965,199.905,201.572,237.659,262.728,282.992,12.132,69.369,-192.957,224.722,203.865,240.152,264.754,283.749,-97.540,106.957,-317.774,141.222,290.316,320.416,335.665,346.923,-452.587,53.443,-644.728,-165.111,150.495,204.720,249.766,285.313,2017-01-03 16:40:00,"[11, 12)"
77,201701031650,11.920,264.140,26.100,262.820,1.220,794.330,11.270,-2549.920,360.204,-3542.170,-1057.670,817.342,1157.120,1372.520,1529.210,1525.480,241.061,773.692,2333.160,525.692,702.480,836.930,940.969,-18.712,25.939,-105.519,73.292,66.891,81.631,97.240,109.435,-21.363,59.475,-233.236,175.865,138.216,183.185,223.239,252.645,-81.458,61.444,-282.027,153.799,141.162,188.104,232.481,265.258,323.774,28.136,206.688,377.917,39.739,67.718,87.863,101.743,-14.451,83.084,-307.630,224.392,239.307,283.619,314.994,341.110,11.978,84.259,-232.651,293.682,242.685,288.405,321.192,348.085,-93.119,109.046,-324.082,134.209,295.492,327.668,344.324,356.384,-442.387,65.572,-630.141,-107.300,166.219,228.844,279.917,318.907,2017-01-03 16:50:00,"[11, 12)"
78,201701031700,11.300,264.630,26.150,260.810,0.620,757.270,11.210,-2608.360,281.946,-3374.810,-1165.700,648.674,1021.230,1253.650,1408.000,1416.470,170.740,587.015,2011.810,462.434,642.724,780.320,879.551,-24.651,23.474,-118.809,61.260,62.111,78.937,97.377,111.317,-10.891,55.519,-212.368,219.204,128.559,173.316,218.180,252.272,-81.606,59.241,-283.025,185.425,134.000,186.813,236.215,273.172,308.932,35.397,203.601,370.241,39.618,71.540,92.292,105.840,-14.131,79.891,-275.059,227.394,230.245,274.914,305.668,330.008,12.302,81.106,-215.176,273.791,231.758,274.897,303.335,325.610,-93.598,106.539,-333.250,139.050,283.899,312.639,327.206,338.434,-443.492,57.776,-606.406,-203.499,148.542,194.357,227.801,251.927,2017-01-03 17:00:00,"[11, 12)"
79,201701031710,11.510,267.830,26.100,263.380,0.120,755.600,11.260,-2572.340,315.232,-3680.890,-744.637,821.443,1273.670,1591.560,1812.940,1559.540,241.207,803.515,2277.840,550.938,700.631,819.226,913.697,-21.855,24.306,-101.742,68.475,64.347,79.850,94.625,106.018,-5.651,58.788,-252.591,181.810,133.387,181.067,222.964,254.881,-85.146,57.064,-285.252,158.847,134.908,182.442,226.419,260.018,308.820,33.777,213.956,378.333,41.976,71.387,90.347,102.887,-14.839,81.664,-272.052,223.274,234.470,279.224,308.957,331.611,11.752,83.221,-236.111,290.010,237.154,282.854,314.708,340.434,-97.590,105.213,-325.299,122.169,285.802,315.085,329.401,339.376,-451.786,53.680,-628.249,-185.060,151.676,207.378,250.233,281.466,2017-01-03 17:10:00,"[11, 12)"
80,201701031720,11.670,267.740,26.110,266.440,0.520,745.590,10.800,-2433.500,318.408,-3419.310,-866.066,752.832,1154.490,1415.190,1594.760,1665.240,208.522,647.279,2532.630,555.986,781.789,969.298,1114.150,-14.492,23.158,-105.650,78.548,66.000,81.431,97.573,110.519,-9.273,57.578,-246.273,195.360,136.692,186.347,231.027,264.639,-82.312,56.818,-264.726,143.911,137.672,180.597,217.681,245.961,304.880,41.215,182.395,379.947,41.265,75.330,99.272,115.812,-14.377,79.600,-269.072,224.854,232.114,274.648,304.689,328.451,12.293,81.585,-208.704,273.071,234.872,275.330,302.215,322.988,-93.663,106.443,-320.190,141.531,288.016,317.276,331.973,342.779,-442.660,60.535,-627.971,-169.096,154.926,212.553,256.086,287.756,2017-01-03 17:20:00,"[11, 12)"
81,201701031730,10.980,265.190,25.950,266.450,0.290,755.450,10.690,-2471.800,293.783,-3247.250,-1200.070,676.543,995.678,1193.280,1328.800,1685.750,199.535,855.318,2371.340,490.428,694.168,844.579,951.258,-14.970,24.185,-95.473,69.618,60.535,77.139,93.648,105.900,-15.315,57.983,-227.846,177.560,125.018,174.468,216.560,246.580,-72.693,51.260,-267.943,144.693,127.213,171.900,211.268,241.284,310.066,38.261,182.959,375.466,40.394,74.191,98.369,115.033,-14.829,73.806,-220.226,255.712,212.753,251.380,279.675,304.154,11.420,75.324,-235.383,251.810,215.549,254.418,282.777,306.677,-96.466,107.540,-327.868,157.825,290.366,321.494,337.518,349.565,-447.256,58.051,-623.475,-158.828,154.077,217.972,268.369,303.485,2017-01-03 17:30:00,"[10, 11)"
82,201701031740,12.150,267.190,26.110,266.450,1.560,781.990,11.130,-2389.570,385.390,-3648.250,-1027.810,823.112,1211.520,1465.610,1643.760,1664.020,222.106,697.740,2294.150,557.169,748.455,892.456,1000.040,-14.738,24.873,-111.229,75.926,68.887,86.326,103.299,116.061,-15.400,60.146,-271.503,185.935,142.008,192.359,237.368,271.959,-80.141,60.253,-262.859,175.651,145.062,196.105,240.186,272.569,318.989,34.732,171.875,377.917,43.659,79.761,106.142,124.177,-13.720,81.145,-278.197,262.692,236.358,284.441,319.154,346.857,12.488,83.142,-226.958,260.925,239.756,287.615,319.844,343.708,-89.925,108.356,-341.705,150.206,291.154,322.490,339.575,353.063,-433.667,71.827,-703.727,-88.245,175.235,253.336,317.033,364.444,2017-01-03 17:40:00,"[12, 13)"
83,201701031750,12.780,270.070,26.160,269.160,2.970,810.210,11.960,-2200.450,404.652,-3392.510,-345.378,874.683,1292.060,1609.610,1846.820,1763.300,279.092,652.336,2630.350,627.721,852.296,1027.730,1167.630,-15.722,23.208,-116.875,78.704,67.183,85.006,103.575,118.160,4.865,60.361,-280.006,241.841,135.705,194.190,252.586,296.916,-74.606,59.574,-309.024,200.504,142.749,200.770,253.554,293.428,329.422,29.323,205.538,383.491,39.908,70.726,92.786,107.493,-14.167,77.565,-302.646,228.398,227.931,270.234,303.029,332.151,13.766,79.362,-272.101,243.575,230.739,271.404,300.726,325.989,-81.987,104.861,-327.138,158.145,282.044,311.475,326.907,339.103,-416.723,73.984,-647.354,-49.207,172.684,256.873,323.195,370.345,2017-01-03 17:50:00,"[12, 13)"
84,201701031800,12.810,273.970,26.160,271.340,4.000,831.760,12.190,-2048.340,383.134,-3104.750,-732.362,776.668,1106.560,1335.740,1501.440,1822.290,255.370,806.817,2627.360,615.930,850.955,1025.760,1152.570,-6.625,27.011,-109.672,103.103,76.304,96.635,116.465,131.294,-3.831,64.473,-244.871,218.788,152.107,205.786,250.825,282.937,-77.859,69.925,-330.221,279.160,163.467,240.548,307.867,356.324,338.048,19.173,250.889,388.150,36.977,57.373,73.845,84.942,-13.504,84.885,-277.160,245.263,252.705,300.495,333.275,358.547,14.018,86.307,-293.214,330.780,253.880,304.923,345.173,380.577,-76.859,107.190,-349.691,205.348,289.229,323.673,345.461,364.264,-403.356,78.133,-652.355,-41.675,188.493,267.406,327.343,371.594,2017-01-03 18:00:00,"[12, 13)"
85,201701031820,13.290,281.010,26.170,280.740,3.480,813.930,11.750,-1727.810,374.558,-2742.510,-353.974,687.469,1015.020,1255.270,1433.180,2149.740,278.655,1195.860,3094.520,634.734,893.109,1068.390,1193.470,22.060,26.352,-86.012,135.825,73.295,92.358,113.285,130.428,-7.890,61.561,-254.930,226.910,146.954,199.940,246.311,281.969,-87.254,60.302,-294.510,253.004,149.470,208.549,267.919,313.337,330.989,26.440,240.878,383.878,37.381,60.619,78.341,90.007,-13.405,84.744,-324.737,273.096,248.214,300.870,344.568,381.636,14.745,86.155,-275.770,295.377,249.902,297.538,333.244,363.561,-78.672,107.100,-328.057,171.437,292.053,324.492,342.813,357.517,-408.662,74.582,-653.532,-81.678,174.298,248.045,305.549,347.560,2017-01-03 18:20:00,"[13, 14)"
86,201701031830,13.840,284.920,26.200,283.960,6.190,845.060,13.010,-1418.450,325.279,-2587.230,-463.526,585.143,877.571,1088.730,1249.430,2149.120,278.930,1230.430,3191.000,613.937,873.890,1061.040,1200.100,26.405,27.993,-90.477,135.537,75.743,97.742,120.321,137.491,-3.898,66.514,-284.369,282.748,153.597,219.661,282.787,330.375,-65.090,67.665,-299.544,205.999,160.744,217.202,266.651,304.733,342.862,13.301,256.393,392.310,33.262,51.139,68.669,80.973,-11.780,79.555,-291.965,278.733,238.342,292.978,336.753,370.418,15.621,80.051,-290.343,289.419,238.631,293.938,338.980,374.562,-63.487,105.936,-325.316,172.345,283.752,314.660,332.271,347.232,-370.090,80.205,-644.013,-77.971,191.838,265.513,321.280,361.604,2017-01-03 18:30:00,"[13, 14)"
87,201701031840,14.450,286.490,26.200,288.020,6.850,843.440,12.390,-1225.560,274.941,-2386.110,-520.712,520.195,768.450,969.645,1116.390,2204.560,290.039,1435.890,3509.160,558.764,848.662,1075.020,1237.970,39.147,21.308,-39.314,126.583,64.923,79.708,93.963,104.685,-10.182,51.933,-245.993,154.942,131.703,174.863,213.292,241.847,-79.264,54.511,-239.119,126.556,134.769,174.381,207.744,232.715,342.183,11.792,278.601,378.387,27.682,38.926,49.960,58.440,-11.370,75.007,-227.544,229.251,217.835,255.854,282.248,303.051,16.669,76.601,-215.093,247.341,219.874,258.256,285.420,308.058,-59.342,105.355,-297.018,165.058,273.976,300.795,314.091,324.447,-359.943,73.904,-595.488,-36.496,161.894,238.438,301.078,345.776,2017-01-03 18:40:00,"[14, 15)"
88,201701031850,15.040,285.150,26.210,288.070,8.130,848.630,12.950,-1135.250,301.194,-2063.360,-314.170,581.978,808.976,976.929,1096.940,2143.060,316.805,1162.220,3331.250,642.675,943.401,1171.900,1336.880,34.138,24.502,-65.167,126.374,72.039,89.355,106.783,120.357,-2.232,58.713,-220.153,218.458,145.211,194.695,238.123,270.487,-53.509,68.503,-289.554,223.356,153.704,208.621,260.327,299.619,344.028,10.850,288.823,391.112,32.561,43.749,53.574,61.289,-11.015,72.032,-216.891,225.039,217.965,255.754,281.901,302.028,16.818,72.486,-272.070,282.836,219.675,264.167,301.018,334.376,-53.671,104.885,-313.313,164.559,275.793,304.058,319.100,331.332,-341.026,83.470,-612.518,-49.268,188.839,253.159,302.887,340.875,2017-01-03 18:50:00,"[15, 16)"
89,201701031900,15.100,285.400,26.220,287.970,8.420,849.720,13.200,-1115.820,269.122,-2058.240,-310.078,590.155,776.938,939.830,1070.900,2109.860,267.222,1250.550,3130.130,585.696,814.990,990.102,1125.760,29.990,24.821,-66.556,118.899,69.189,83.726,98.807,111.204,7.623,62.324,-223.870,232.241,145.173,190.787,232.853,266.338,-55.074,62.753,-257.757,201.849,148.023,195.769,241.098,275.705,344.739,9.748,306.036,382.472,29.781,37.180,43.174,47.827,-11.868,71.513,-249.178,220.965,214.007,252.407,280.744,303.828,17.836,71.957,-234.972,240.052,215.823,255.974,285.272,308.752,-51.367,102.522,-283.062,158.080,270.391,297.799,311.578,321.846,-336.965,73.909,-570.976,-51.816,181.652,241.488,286.497,321.175,2017-01-03 19:00:00,"[15, 16)"
90,201701031910,13.880,284.460,26.200,284.240,6.050,847.770,12.620,-1404.370,272.454,-2515.620,-602.558,562.080,814.605,1010.860,1156.120,2143.060,279.990,1186.260,3144.570,589.479,858.961,1057.060,1199.680,26.881,24.292,-69.270,118.873,67.425,85.360,103.319,116.797,-1.102,57.581,-212.240,206.249,136.283,184.820,225.940,256.041,-76.480,56.211,-280.644,152.938,137.442,188.260,232.980,265.255,344.115,10.173,288.621,380.196,28.024,37.333,46.603,54.165,-12.293,76.431,-285.712,248.642,224.092,270.927,307.551,337.109,15.557,77.228,-214.799,300.196,223.800,266.528,298.851,326.136,-63.852,104.226,-299.576,145.270,274.188,302.663,317.537,329.020,-372.773,68.040,-619.412,-133.539,164.073,224.843,271.625,305.893,2017-01-03 19:10:00,"[13, 14)"
91,201701031920,14.900,286.110,26.220,286.320,7.050,849.900,12.990,-1253.660,245.017,-2224.680,-466.492,521.533,755.680,928.509,1053.960,2164.550,256.064,1240.440,3153.550,578.202,819.104,996.328,1133.060,28.138,23.920,-59.743,113.760,69.436,83.963,99.035,110.653,2.102,59.520,-201.151,209.045,141.597,185.476,223.754,251.846,-57.249,62.191,-286.451,218.670,149.582,205.916,258.194,297.523,344.663,9.405,296.779,383.832,28.121,37.573,45.751,52.040,-10.716,70.880,-226.991,202.322,212.155,250.046,276.472,296.519,16.568,71.534,-177.434,283.458,212.636,251.270,280.217,303.815,-57.800,103.677,-295.132,149.512,273.790,301.470,315.303,325.592,-355.386,70.299,-602.477,-73.936,177.957,244.364,293.028,327.534,2017-01-03 19:20:00,"[14, 15)"
92,201701031940,15.820,289.800,26.220,290.570,10.930,849.950,14.040,-883.684,289.708,-2179.880,348.103,630.988,928.444,1223.980,1450.260,2058.990,275.973,1101.230,3341.780,629.296,896.131,1128.830,1310.230,29.534,28.146,-86.298,183.780,79.058,106.515,135.378,157.938,17.970,69.525,-322.329,288.838,163.742,235.939,301.777,351.645,-44.536,70.479,-259.835,421.602,169.484,254.029,338.058,399.698,344.954,11.278,295.809,387.867,34.257,44.216,52.535,58.732,-9.822,75.673,-260.823,299.302,231.764,281.499,320.544,352.186,18.669,75.723,-305.889,397.768,235.081,296.889,358.702,412.595,-40.676,100.529,-283.899,175.768,267.280,295.730,311.182,323.478,-300.880,79.896,-539.599,75.301,204.282,283.233,345.387,390.330,2017-01-03 19:40:00,"[15, 16)"
93,201701031950,14.870,285.090,26.200,286.380,7.640,848.270,12.790,-1234.610,303.628,-2427.950,-310.490,607.003,904.797,1133.490,1294.700,2129.050,292.103,1127.540,3175.110,621.514,899.445,1103.760,1255.520,27.195,25.603,-71.372,121.040,71.930,89.303,106.819,120.100,3.618,65.520,-231.611,210.593,149.681,199.996,243.269,274.406,-58.535,60.176,-260.781,181.175,151.180,201.188,245.051,276.854,344.561,10.223,293.794,390.675,31.329,43.709,54.342,61.924,-12.027,73.184,-245.106,220.859,224.000,268.343,299.066,322.018,17.166,73.530,-190.729,259.249,221.681,262.669,289.810,309.768,-55.900,104.176,-341.171,168.523,276.676,307.042,325.588,342.693,-348.988,77.997,-645.777,-3.103,181.918,263.608,335.502,387.394,2017-01-03 19:50:00,"[14, 15)"
94,201701032000,14.240,285.220,26.200,285.900,7.860,849.640,12.850,-1245.260,286.246,-2427.740,-346.504,561.052,834.177,1062.760,1233.180,2101.490,280.236,930.443,3327.010,609.471,928.365,1191.730,1391.750,30.091,26.311,-81.716,146.414,71.213,92.870,116.052,134.060,-1.342,64.219,-277.261,236.671,143.879,203.351,256.738,296.823,-69.947,65.804,-281.010,226.338,147.222,203.456,255.864,295.240,344.925,9.932,301.137,378.907,30.273,38.556,45.073,49.882,-11.420,79.647,-294.115,252.850,234.396,283.006,320.313,350.647,17.396,80.055,-243.612,269.364,237.474,283.689,316.699,342.866,-54.771,104.144,-301.451,168.316,276.287,304.487,319.199,331.097,-346.016,78.263,-625.534,-35.885,180.808,256.190,316.669,361.045,2017-01-03 20:00:00,"[14, 15)"
95,201701032010,13.970,287.850,26.220,286.510,5.500,849.960,12.630,-1343.390,276.037,-2373.830,-484.396,570.953,822.144,1014.440,1154.850,2261.470,247.024,1419.270,3214.740,526.121,778.004,972.834,1112.810,28.022,24.127,-84.909,129.412,66.135,85.417,107.414,124.892,0.359,58.981,-252.639,293.105,137.569,196.047,257.692,305.827,-70.329,56.041,-267.392,192.312,138.916,182.564,225.713,261.635,344.591,8.843,303.153,377.900,26.803,35.232,42.255,47.409,-13.177,73.419,-260.596,225.120,216.327,261.782,294.971,319.972,15.992,75.004,-226.023,261.910,219.618,263.376,295.811,321.616,-66.794,103.714,-320.593,159.255,272.902,300.998,315.980,328.357,-381.312,67.984,-618.834,-80.435,164.988,231.962,288.038,330.090,2017-01-03 20:10:00,"[13, 14)"
96,201701032020,15.180,293.010,26.220,292.210,8.700,849.950,13.380,-929.044,242.802,-1807.510,-161.546,567.777,751.173,886.703,991.895,2197.910,247.052,1406.790,3280.680,579.136,818.148,997.866,1133.100,33.345,22.634,-55.290,136.394,64.015,81.768,100.233,114.606,9.233,55.896,-246.687,217.786,134.479,187.573,236.579,272.952,-61.573,56.770,-258.182,251.342,135.604,188.367,243.918,287.756,345.133,9.401,306.107,379.427,27.401,35.191,41.465,46.226,-11.905,68.984,-236.767,197.911,206.723,246.998,275.397,296.987,17.974,69.542,-180.816,253.186,204.933,241.756,267.625,288.257,-49.486,101.474,-277.640,154.709,267.758,293.759,306.259,315.515,-332.634,63.844,-600.145,-67.397,167.179,227.442,278.080,317.521,2017-01-03 20:20:00,"[15, 16)"
97,201701032030,15.780,292.060,26.220,290.340,8.560,849.950,13.580,-1005.540,228.441,-1834.110,-292.078,538.678,724.271,865.927,973.477,2175.080,255.423,1288.110,3169.750,569.826,824.454,1009.100,1144.020,32.445,22.804,-44.584,125.479,67.322,81.258,96.123,107.973,6.888,57.982,-216.694,222.067,140.277,181.928,221.572,253.449,-62.751,61.375,-272.072,168.406,148.917,195.151,236.325,267.276,345.072,9.605,309.256,384.427,28.443,36.419,42.889,47.792,-11.098,71.850,-272.872,210.297,212.941,252.803,285.117,312.616,17.923,73.024,-221.060,284.673,216.609,255.342,286.135,313.819,-50.122,101.870,-268.383,193.468,269.051,295.731,309.155,319.833,-334.285,68.026,-537.317,-74.590,173.064,229.136,269.146,298.163,2017-01-03 20:30:00,"[15, 16)"
98,201701032040,16.540,299.880,26.210,300.100,12.440,849.900,14.610,-469.072,199.890,-1269.020,240.171,508.500,661.720,788.969,894.636,2151.600,263.459,1231.970,3079.660,579.605,829.818,1010.720,1140.080,31.000,24.153,-64.648,114.577,69.197,84.156,99.142,110.960,25.332,62.732,-207.902,274.576,147.425,200.492,248.739,285.381,-41.245,64.545,-235.024,203.126,160.920,206.388,246.024,276.068,345.171,11.276,297.548,385.288,34.866,44.240,51.665,57.011,-9.326,69.522,-214.270,252.777,217.184,261.549,293.256,317.439,19.041,70.340,-286.987,232.097,218.299,263.611,298.826,328.353,-34.963,98.613,-268.442,161.391,261.664,287.699,300.831,311.025,-281.632,73.819,-483.687,57.322,188.003,246.703,294.746,332.204,2017-01-03 20:40:00,"[16, 17)"
99,201701032050,15.540,299.410,26.220,301.310,10.570,849.960,13.550,-516.352,277.374,-1675.040,196.907,525.283,704.140,904.341,1071.840,2243.620,266.150,1397.400,3356.430,558.130,822.631,1029.730,1182.560,33.518,21.401,-72.773,111.539,61.352,78.074,95.414,109.127,17.966,56.344,-176.864,276.413,129.401,178.821,224.782,260.277,-64.312,55.704,-249.594,197.241,130.063,180.455,227.944,263.418,345.001,9.106,304.322,379.368,27.307,34.767,40.927,45.778,-10.315,70.557,-225.326,206.428,206.827,243.740,270.689,292.291,18.474,71.540,-169.997,267.225,208.658,243.934,267.926,287.005,-42.048,99.942,-268.768,169.912,259.552,285.887,299.713,310.880,-307.619,70.238,-562.212,-54.408,155.938,215.417,263.595,300.561,2017-01-03 20:50:00,"[15, 16)"
100,201701032100,15.560,296.900,26.230,293.750,8.370,849.920,13.980,-873.893,224.940,-1829.510,-129.431,533.551,723.085,878.354,1002.420,2255.190,263.908,1342.500,3177.380,553.470,797.588,989.273,1128.150,32.450,20.347,-63.922,117.575,60.718,76.273,93.213,106.849,13.324,50.997,-180.658,237.779,124.368,169.070,211.707,243.955,-75.777,54.348,-283.884,232.496,130.045,190.376,248.580,292.403,345.124,9.194,302.583,383.574,27.271,36.173,43.504,49.127,-11.768,72.902,-291.564,233.733,212.686,253.542,287.179,318.068,17.880,74.410,-218.274,249.511,215.568,254.942,283.448,306.828,-51.311,100.946,-271.248,155.510,264.520,290.343,302.867,312.209,-337.874,63.809,-561.313,-46.687,151.048,214.779,265.813,304.260,2017-01-03 21:00:00,"[15, 16)"
